"PaperId,""Title"",""Year"",""URL"",""ReferenceCount"",""CitationCount"",""InfluentialCitationCount"",""IsOpenAccess""";
"b134d892f4e76081f5fa36b0b7c2e7118be53907,""Genomics and data science: an application within an umbrella"",""2019"",""https://www.semanticscholar.org/paper/b134d892f4e76081f5fa36b0b7c2e7118be53907"",""123"",""23"",""0"",""True""";
"e564e3656395782d0ab9f801bfbe9f9f1a5d34a7,""Data science in data librarianship: Core competencies of a data librarian"",""2019"",""https://www.semanticscholar.org/paper/e564e3656395782d0ab9f801bfbe9f9f1a5d34a7"",""40"",""26"",""0"",""False""";
"4609e67fb10beeb7b2239bdb9c2b53a87c423725,""Human-AI Collaboration in Data Science"",""2019"",""https://www.semanticscholar.org/paper/4609e67fb10beeb7b2239bdb9c2b53a87c423725"",""0"",""19"",""7"",""False""";
"702cd9a7a128706b8a6ec88e7424e06c326021e5,""Upscaling urban data science for global climate solutions"",""2019"",""https://www.semanticscholar.org/paper/702cd9a7a128706b8a6ec88e7424e06c326021e5"",""321"",""43"",""0"",""True""";
"010f65dd2fa979892a8229db825954871652fb8f,""Defining Data Science by a Data-Driven Quantification of the Community"",""2019"",""https://www.semanticscholar.org/paper/010f65dd2fa979892a8229db825954871652fb8f"",""45"",""22"",""0"",""True""";
"daec8baf1740a09725b375729d95caebc42f61c8,""ACM Task Force on Data Science Education: Draft Report and Opportunity for Feedback"",""2019"",""https://www.semanticscholar.org/paper/daec8baf1740a09725b375729d95caebc42f61c8"",""4"",""20"",""0"",""False""";
"2081ed6854290a479f796f2432c7951ff24232fe,""Human-Centered Study of Data Science Work Practices"",""2019"",""https://www.semanticscholar.org/paper/2081ed6854290a479f796f2432c7951ff24232fe"",""45"",""18"",""1"",""False""";
"c74844827c90ee9e575b4e3bfc2ad32e58c3e482,""Trinity: An Extensible Synthesis Framework for Data Science"",""2019"",""https://www.semanticscholar.org/paper/c74844827c90ee9e575b4e3bfc2ad32e58c3e482"",""14"",""18"",""0"",""False""";
"747359803e9a734fa4f1338a83121a942f3da60e,""Geographic Data Science"",""2019"",""https://www.semanticscholar.org/paper/747359803e9a734fa4f1338a83121a942f3da60e"",""144"",""16"",""0"",""True""";
"01a3073f31cf68db1a5456a400abea0997b30c9e,""Data Science for Child Health"",""2019"",""https://www.semanticscholar.org/paper/01a3073f31cf68db1a5456a400abea0997b30c9e"",""204"",""15"",""0"",""True""";
"0e23ff1f915b6af32bf1a1107ee7e15ebe10efe8,""The Challenge of Big Data and Data Science"",""2019"",""https://www.semanticscholar.org/paper/0e23ff1f915b6af32bf1a1107ee7e15ebe10efe8"",""137"",""14"",""1"",""True""";
"ddda3c58e67834d09f12b08207fc75e3dc16a200,""A roundtable discussion: Defining urban data science"",""2019"",""https://www.semanticscholar.org/paper/ddda3c58e67834d09f12b08207fc75e3dc16a200"",""60"",""14"",""0"",""True""";
"b85ac20631159ca3e370afa9c1f81a4618242b4f,""The Democratization of Data Science Education"",""2019"",""https://www.semanticscholar.org/paper/b85ac20631159ca3e370afa9c1f81a4618242b4f"",""28"",""14"",""0"",""True""";
"a9e447d4d6b91f75ac4d8e336c609cfcbcbcfc0a,""Data Science"",""2020"",""https://www.semanticscholar.org/paper/a9e447d4d6b91f75ac4d8e336c609cfcbcbcfc0a"",""0"",""0"",""0"",""False""";
"fb566f2001e44a65433fb7cc2eb7bcf6513a7db8,""The 9 Pitfalls of Data Science"",""2019"",""https://www.semanticscholar.org/paper/fb566f2001e44a65433fb7cc2eb7bcf6513a7db8"",""0"",""12"",""0"",""False""";
"46f1c45c62b7dbf77af405f5ddcf137b5e1ddde9,""Data science from a library and information science perspective"",""2019"",""https://www.semanticscholar.org/paper/46f1c45c62b7dbf77af405f5ddcf137b5e1ddde9"",""72"",""10"",""0"",""False""";
"f670069c81466f625d1d9a315e8cb419a79f2590,""Process Mining: Data Science in Action"",""2016"",""https://www.semanticscholar.org/paper/f670069c81466f625d1d9a315e8cb419a79f2590"",""5"",""623"",""80"",""False""";
"f9e0e85732f0736c0d5a6f0c63df5c7f1f245dcd,""From hype to reality: data science enabling personalized medicine"",""2018"",""https://www.semanticscholar.org/paper/f9e0e85732f0736c0d5a6f0c63df5c7f1f245dcd"",""84"",""131"",""3"",""True""";
"fdadb61f774a6da2cecee53e65b399dbad628163,""Data Science"",""2019"",""https://www.semanticscholar.org/paper/fdadb61f774a6da2cecee53e65b399dbad628163"",""0"",""0"",""0"",""True""";
"e1c8f86668d3e37e430f187b7fd91d1643a0a0ff,""Theory-Guided Data Science: A New Paradigm for Scientific Discovery from Data"",""2017"",""https://www.semanticscholar.org/paper/e1c8f86668d3e37e430f187b7fd91d1643a0a0ff"",""111"",""371"",""12"",""False""";
"590ead4aeddbf8fea8414998b2dc3b74576a71cb,""A Second Chance to Get Causal Inference Right: A Classification of Data Science Tasks"",""2018"",""https://www.semanticscholar.org/paper/590ead4aeddbf8fea8414998b2dc3b74576a71cb"",""28"",""113"",""3"",""True""";
"f56425ec56586dcfd2694ab83643e9e76f314e91,""50 Years of Data Science"",""2017"",""https://www.semanticscholar.org/paper/f56425ec56586dcfd2694ab83643e9e76f314e91"",""80"",""344"",""18"",""True""";
"577564ac25a12b37972d77a35b589f6b2270a45f,""Big Data and Data Science in Critical Care."",""2018"",""https://www.semanticscholar.org/paper/577564ac25a12b37972d77a35b589f6b2270a45f"",""53"",""83"",""1"",""True""";
"bf12943b1862cbdf556ba1ddcdbc685d4f38a6c3,""Realizing the potential of data science"",""2018"",""https://www.semanticscholar.org/paper/bf12943b1862cbdf556ba1ddcdbc685d4f38a6c3"",""18"",""56"",""5"",""False""";
"e8547557eeea9c9a334edfc4bfa4bbe3774e24d5,""Machine learning and data science in soft materials engineering."",""2018"",""https://www.semanticscholar.org/paper/e8547557eeea9c9a334edfc4bfa4bbe3774e24d5"",""256"",""66"",""1"",""False""";
"305600f3cba8a63bad1bedeab34a299bf748754b,""Northstar: An Interactive Data Science System"",""2018"",""https://www.semanticscholar.org/paper/305600f3cba8a63bad1bedeab34a299bf748754b"",""118"",""53"",""5"",""False""";
"ffdb6039a5d82f8edd70b2d177074c2f2c89e97f,""Data Science as Political Action: Grounding Data Science in a Politics of Justice"",""2018"",""https://www.semanticscholar.org/paper/ffdb6039a5d82f8edd70b2d177074c2f2c89e97f"",""227"",""43"",""3"",""True""";
"910d0314facfc9d5874a12957d6c3cea97dc159f,""Big Data Systems Meet Machine Learning Challenges: Towards Big Data Science as a Service"",""2018"",""https://www.semanticscholar.org/paper/910d0314facfc9d5874a12957d6c3cea97dc159f"",""77"",""53"",""0"",""True""";
"1d045f4f347409f0635c9d15d538dbfabb6b38fa,""Environmental Data Science"",""2018"",""https://www.semanticscholar.org/paper/1d045f4f347409f0635c9d15d538dbfabb6b38fa"",""82"",""43"",""1"",""False""";
"7c614fe86cc11c0430dd12b44e018e16e5dcf742,""A Guide to Teaching Data Science"",""2018"",""https://www.semanticscholar.org/paper/7c614fe86cc11c0430dd12b44e018e16e5dcf742"",""68"",""43"",""2"",""True""";
"050e5292de84adb1708b040a5baab62d2871a64b,""Applied data science in patient-centric healthcare: Adaptive analytic systems for empowering physicians and patients"",""2018"",""https://www.semanticscholar.org/paper/050e5292de84adb1708b040a5baab62d2871a64b"",""63"",""41"",""0"",""False""";
"a2d7efb8b174702111e713765cbf741dff2bf9b8,""Searching for Hidden Perovskite Materials for Photovoltaic Systems by Combining Data Science and First Principle Calculations"",""2018"",""https://www.semanticscholar.org/paper/a2d7efb8b174702111e713765cbf741dff2bf9b8"",""0"",""37"",""1"",""False""";
"6aaa8b739fad79eaeb7191d13b0d359ac31fbe55,""Modern data science for analytical chemical data - A comprehensive review."",""2018"",""https://www.semanticscholar.org/paper/6aaa8b739fad79eaeb7191d13b0d359ac31fbe55"",""85"",""39"",""0"",""False""";
"0a4b3c33e830d8cde364443a52e673c2c07dcfe8,""Open Data Science"",""2018"",""https://www.semanticscholar.org/paper/0a4b3c33e830d8cde364443a52e673c2c07dcfe8"",""13"",""35"",""1"",""False""";
"ff6586ab32e9ed45d20a486ec7c5be02da5d3f1f,""Data Science: the impact of statistics"",""2018"",""https://www.semanticscholar.org/paper/ff6586ab32e9ed45d20a486ec7c5be02da5d3f1f"",""58"",""32"",""1"",""True""";
"6e8d94181832771bc5dca8d288c52b6ad5914029,""Data Science as Machinic Neoplatonism"",""2018"",""https://www.semanticscholar.org/paper/6e8d94181832771bc5dca8d288c52b6ad5914029"",""77"",""30"",""1"",""True""";
"2146edb37621d80f53c1261c8a53c94d3dda84c8,""Smart Blockchain Badges for Data Science Education"",""2018"",""https://www.semanticscholar.org/paper/2146edb37621d80f53c1261c8a53c94d3dda84c8"",""15"",""29"",""2"",""True""";
"383492abe42224da711caa5bd4b5df008971c9b0,""Which method to use? An assessment of data mining methods in Environmental Data Science"",""2018"",""https://www.semanticscholar.org/paper/383492abe42224da711caa5bd4b5df008971c9b0"",""406"",""29"",""1"",""True""";
"b154d9ce0a551be90557d7a24a49b1988add2a81,""Three principles of data science: predictability, computability, and stability (PCS)"",""2018"",""https://www.semanticscholar.org/paper/b154d9ce0a551be90557d7a24a49b1988add2a81"",""76"",""26"",""1"",""True""";
"589ebdd0d7b4a58f7fdfb07f116f62681bb9a915,""Hack weeks as a model for data science education and collaboration"",""2018"",""https://www.semanticscholar.org/paper/589ebdd0d7b4a58f7fdfb07f116f62681bb9a915"",""44"",""26"",""0"",""True""";
"5a44f70130875b212452ad777ab02a4eb5cd35d9,""A Position Statement on Population Data Science: The Science of Data about People"",""2018"",""https://www.semanticscholar.org/paper/5a44f70130875b212452ad777ab02a4eb5cd35d9"",""0"",""28"",""0"",""True""";
"140a6476f7b8dde9e7bbcd199d248fc629721faa,""Trust in Data Science"",""2018"",""https://www.semanticscholar.org/paper/140a6476f7b8dde9e7bbcd199d248fc629721faa"",""119"",""20"",""2"",""True""";
"843149b649b888fdb3649b8d4852263b62356799,""Democratizing data science through data science training"",""2018"",""https://www.semanticscholar.org/paper/843149b649b888fdb3649b8d4852263b62356799"",""13"",""13"",""1"",""True""";
"04d7b3457dc78b2d2282e6af2c787308f75c9b26,""Care and the Practice of Data Science for Social Good"",""2018"",""https://www.semanticscholar.org/paper/04d7b3457dc78b2d2282e6af2c787308f75c9b26"",""36"",""17"",""0"",""False""";
"3c51a892ce5a8fc78d57ea290c6e5144ee9db579,""Key Concepts for a Data Science Ethics Curriculum"",""2018"",""https://www.semanticscholar.org/paper/3c51a892ce5a8fc78d57ea290c6e5144ee9db579"",""47"",""18"",""0"",""False""";
"f1b7f0b47aefdc5b558743e33732a2ee06bdbf1c,""Financial data science"",""2018"",""https://www.semanticscholar.org/paper/f1b7f0b47aefdc5b558743e33732a2ee06bdbf1c"",""17"",""14"",""0"",""False""";
"843793928e308b5414d2883ac869e813ec16f65d,""Progressive Data Science: Potential and Challenges"",""2018"",""https://www.semanticscholar.org/paper/843793928e308b5414d2883ac869e813ec16f65d"",""87"",""19"",""0"",""False""";
"e78be911203960b3b2a417465d726734367f8e30,""Counter‐mapping data science"",""2018"",""https://www.semanticscholar.org/paper/e78be911203960b3b2a417465d726734367f8e30"",""55"",""16"",""0"",""True""";
"d01c02801212f823cdc11e329b3a1afa63f3a2d5,""Shifting to Data Savvy: The Future of Data Science In Libraries"",""2018"",""https://www.semanticscholar.org/paper/d01c02801212f823cdc11e329b3a1afa63f3a2d5"",""0"",""17"",""0"",""False""";
"fd570fa0a974cd47172a06c67181caeb199a6567,""How data science can advance mental health research"",""2018"",""https://www.semanticscholar.org/paper/fd570fa0a974cd47172a06c67181caeb199a6567"",""136"",""19"",""0"",""True""";
"dd1f93c3faae464d50d2e97c2bf4ac8d43681cb1,""Twinning data science with information science in schools of library and information science"",""2018"",""https://www.semanticscholar.org/paper/dd1f93c3faae464d50d2e97c2bf4ac8d43681cb1"",""53"",""14"",""0"",""False""";
"5de20ffb7852ae0665c382084c8a56918f23dc0b,""Drafting a Data Science Curriculum for Secondary Schools"",""2018"",""https://www.semanticscholar.org/paper/5de20ffb7852ae0665c382084c8a56918f23dc0b"",""33"",""14"",""0"",""False""";
"23edff657fe35fbf81d6d505bf8e7adfa6c5195a,""Data Science"",""2019"",""https://www.semanticscholar.org/paper/23edff657fe35fbf81d6d505bf8e7adfa6c5195a"",""0"",""0"",""0"",""False""";
"12e17fa5dd5715c563aadf705427da84817f100f,""Data science: Data science tutorials"",""2019"",""https://www.semanticscholar.org/paper/12e17fa5dd5715c563aadf705427da84817f100f"",""0"",""0"",""0"",""False""";
"9b54c9a7d2060f800961c2f9195fcf5408288f17,""Data Science for Undergraduates: Opportunities and Options"",""2018"",""https://www.semanticscholar.org/paper/9b54c9a7d2060f800961c2f9195fcf5408288f17"",""34"",""72"",""0"",""False""";
"ce17e45dd2568da0b07a6077c45599b6540b7be4,""Data science"",""2017"",""https://www.semanticscholar.org/paper/ce17e45dd2568da0b07a6077c45599b6540b7be4"",""25"",""175"",""7"",""True""";
"e420259fd53d15c2b6cb8906027d5a100ca356d7,""Data science for building energy management: A review"",""2017"",""https://www.semanticscholar.org/paper/e420259fd53d15c2b6cb8906027d5a100ca356d7"",""77"",""154"",""5"",""True""";
"3335c340c20609b4e6de481c9eaf67ecd6c960dc,""Evaluation of a Tree-based Pipeline Optimization Tool for Automating Data Science"",""2016"",""https://www.semanticscholar.org/paper/3335c340c20609b4e6de481c9eaf67ecd6c960dc"",""25"",""252"",""26"",""True""";
"0df3d2694b41e99a30101555cc835ccae8d2bdc6,""Data Science"",""2017"",""https://www.semanticscholar.org/paper/0df3d2694b41e99a30101555cc835ccae8d2bdc6"",""312"",""122"",""7"",""True""";
"3b8960ba528d3c66d11c38736accef4859e2a5cb,""Curriculum Guidelines for Undergraduate Programs in Data Science"",""2017"",""https://www.semanticscholar.org/paper/3b8960ba528d3c66d11c38736accef4859e2a5cb"",""10"",""111"",""5"",""True""";
"cb5816d87598cc64ba39c6e4a23e49cbd769a54e,""Science and data science"",""2017"",""https://www.semanticscholar.org/paper/cb5816d87598cc64ba39c6e4a23e49cbd769a54e"",""26"",""86"",""7"",""True""";
"ce0b7ee60920f9b37f88cab785cb8b4dc337e89f,""Educational data science in massive open online courses"",""2017"",""https://www.semanticscholar.org/paper/ce0b7ee60920f9b37f88cab785cb8b4dc337e89f"",""73"",""75"",""5"",""False""";
"fde0b586e3bc9e5139a14493044bce9ff61706d4,""Inverse statistical problems: from the inverse Ising problem to data science"",""2017"",""https://www.semanticscholar.org/paper/fde0b586e3bc9e5139a14493044bce9ff61706d4"",""451"",""159"",""7"",""True""";
"89535aa63bc5dac6f3beb60b813abb77aa4309d1,""Critique and Contribute: A Practice-Based Framework for Improving Critical Data Studies and Data Science"",""2017"",""https://www.semanticscholar.org/paper/89535aa63bc5dac6f3beb60b813abb77aa4309d1"",""65"",""71"",""5"",""True""";
"ae118a88ada51dfdb2296cbaa948eb4a467942b6,""Computer Age Statistical Inference: Algorithms, Evidence, and Data Science"",""2016"",""https://www.semanticscholar.org/paper/ae118a88ada51dfdb2296cbaa948eb4a467942b6"",""155"",""233"",""18"",""False""";
"224eb3407b50533668b6c1caa55a720688b8b532,""A review and future direction of agile, business intelligence, analytics and data science"",""2016"",""https://www.semanticscholar.org/paper/224eb3407b50533668b6c1caa55a720688b8b532"",""56"",""230"",""11"",""True""";
"c9ed1ad1a3a08bf5ebebe8105805dd102546b8f3,""Process-Structure Linkages Using a Data Science Approach: Application to Simulated Additive Manufacturing Data"",""2017"",""https://www.semanticscholar.org/paper/c9ed1ad1a3a08bf5ebebe8105805dd102546b8f3"",""88"",""50"",""1"",""True""";
"f4e66bd035e195f539f1b65a5aaec0e873cdee29,""Data science in education: Big data and learning analytics"",""2017"",""https://www.semanticscholar.org/paper/f4e66bd035e195f539f1b65a5aaec0e873cdee29"",""56"",""43"",""4"",""False""";
"8d89159249e0faf5deae508cc8533010898bbda5,""Data Science in Action"",""2016"",""https://www.semanticscholar.org/paper/8d89159249e0faf5deae508cc8533010898bbda5"",""0"",""178"",""13"",""False""";
"00b1fa3c7170563567fb22a9bb6ff4c7b2e8853e,""Comparing Data Science Project Management Methodologies via a Controlled Experiment"",""2017"",""https://www.semanticscholar.org/paper/00b1fa3c7170563567fb22a9bb6ff4c7b2e8853e"",""32"",""41"",""1"",""True""";
"c740a6816155fd123081d2f78926a0d3819926e7,""LibGuides: *Data Science: Data Science Resources"",""2018"",""https://www.semanticscholar.org/paper/c740a6816155fd123081d2f78926a0d3819926e7"",""0"",""0"",""0"",""False""";
"2968bab109c9a1660260126a07da1af4140eb6ae,""Data Science"",""2018"",""https://www.semanticscholar.org/paper/2968bab109c9a1660260126a07da1af4140eb6ae"",""43"",""0"",""0"",""False""";
"0d2fb0c5c326bf649d6903cfb7305786328b4667,""Surgical data science for next-generation interventions"",""2017"",""https://www.semanticscholar.org/paper/0d2fb0c5c326bf649d6903cfb7305786328b4667"",""56"",""120"",""1"",""True""";
"cdd5d0a3e2ba0e1f4b5bcd3115e5f5b6536e24f9,""The Data Science Design Manual"",""2017"",""https://www.semanticscholar.org/paper/cdd5d0a3e2ba0e1f4b5bcd3115e5f5b6536e24f9"",""97"",""36"",""3"",""False""";
"da63f30bd5b3a1b16c261f75ca1b1daddfc5b44d,""Big Data and Data Science Methods for Management Research"",""2016"",""https://www.semanticscholar.org/paper/da63f30bd5b3a1b16c261f75ca1b1daddfc5b44d"",""44"",""175"",""12"",""False""";
"dcecbf916b9e2c61042f0dc992bdfd8ac1c99b8d,""Materials Knowledge Systems in Python—a Data Science Framework for Accelerated Development of Hierarchical Materials"",""2017"",""https://www.semanticscholar.org/paper/dcecbf916b9e2c61042f0dc992bdfd8ac1c99b8d"",""97"",""38"",""0"",""False""";
"4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,""CRISP-DM Twenty Years Later: From Data Mining Processes to Data Science Trajectories"",""2021"",""https://www.semanticscholar.org/paper/4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44"",""77"",""26"",""3"",""True""";
"57c82a005ae353f4683938b15a52e1b0561f6e43,""R for Data Science: Import, Tidy, Transform, Visualize, and Model Data"",""2016"",""https://www.semanticscholar.org/paper/57c82a005ae353f4683938b15a52e1b0561f6e43"",""0"",""170"",""3"",""False""";
"7bd38f01029f12ca51b91de5d2164eb65a0b1d9d,""Surgical Data Science: Enabling Next-Generation Surgery"",""2017"",""https://www.semanticscholar.org/paper/7bd38f01029f12ca51b91de5d2164eb65a0b1d9d"",""48"",""108"",""0"",""False""";
"7e6bac4de2adda5f5e993644126d8cbdf6839f39,""Process Mining: Data science in Action"",""2014"",""https://www.semanticscholar.org/paper/7e6bac4de2adda5f5e993644126d8cbdf6839f39"",""5"",""421"",""89"",""False""";
"4676cf6b5e97bfcdb7654487ed76ebf2ef6a4035,""An Introduction to Data Science"",""2017"",""https://www.semanticscholar.org/paper/4676cf6b5e97bfcdb7654487ed76ebf2ef6a4035"",""0"",""33"",""2"",""False""";
"ffd6f464989135d5d1f8cfb26648d8dad2bdc16e,""Big data science: A literature review of nursing research exemplars."",""2017"",""https://www.semanticscholar.org/paper/ffd6f464989135d5d1f8cfb26648d8dad2bdc16e"",""34"",""40"",""2"",""False""";
